lemma,poscode,surface
Código Brasileiro de Trânsito,3,Código Brasileiro de Trânsito
Código Brasileiro do Ar,3,Código Brasileiro do Ar
Código Canônico,3,Código Canônico
Código Civil,3,Código Civil
Código Civil Brasileiro,3,Código Civil Brasileiro
Código Civil de 1916,3,Código Civil de 1916
Código Civil de Aviação,3,Código Civil de Aviação
Código Comercial,3,Código Comercial
Código Comercial Brasileiro,3,Código Comercial Brasileiro
Código Criminal Brasileiro,3,Código Criminal Brasileiro
Código Criminal de 1830,3,Código Criminal de 1830
Código Eleitoral,3,Código Eleitoral
Código Eleitoral de 1932,3,Código Eleitoral de 1932
Código Eleitoral de 1965,3,Código Eleitoral de 1965
Código Eleitoral de 24 de fevereiro de 1932,3,Código Eleitoral de 24 de fevereiro de 1932
Código Eleitoral de fevereiro de 1932,3,Código Eleitoral de fevereiro de 1932
Código Federal de Bem-Estar Animal,3,Código Federal de Bem-Estar Animal
Código Federal de Processo Civil,3,Código Federal de Processo Civil
Código Florestal,3,Código Florestal
Código Florestal Brasileiro,3,Código Florestal Brasileiro
Código Florestal de 1965,3,Código Florestal de 1965
Código Florestal do Brasil,3,Código Florestal do Brasil
Código Judiciário do Estado de São Paulo,3,Código Judiciário do Estado de São Paulo
Código Judiciário do Trabalho,3,Código Judiciário do Trabalho
Código Militar Brasileiro,3,Código Militar Brasileiro
Código Nacional Alimentar,3,Código Nacional Alimentar
Código Nacional de Bebidas,3,Código Nacional de Bebidas
Código Nacional de Telecomunicações,3,Código Nacional de Telecomunicações
Código Nacional de Trânsito,3,Código Nacional de Trânsito
Código Penal,3,Código Penal
Código Penal (1940),3,Código Penal (1940)
Código Penal (1958),3,Código Penal (1958)
Código Penal (1963),3,Código Penal (1963)
Código Penal Brasileiro,3,Código Penal Brasileiro
Código Penal Militar,3,Código Penal Militar
Código Penal da Armada,3,Código Penal da Armada
Código Penal de 1890,3,Código Penal de 1890
Código Penal de 1890,3,Código Penal de 1890
Código Penal de 1940,3,Código Penal de 1940
Código Penal de 1957,3,Código Penal de 1957
Código Penal de 1969,3,Código Penal de 1969
Código Penitenciário do Brasil,3,Código Penitenciário do Brasil
Código Rural,3,Código Rural
Código Tributário,3,Código Tributário
Código Tributário Municipal,3,Código Tributário Municipal
Código Tributário Nacional,3,Código Tributário Nacional
Código Tributável de Minas Gerais,3,Código Tributável de Minas Gerais
Código da Justiça Militar,3,Código da Justiça Militar
Código da Propriedade Industrial,3,Código da Propriedade Industrial
Código das Obrigações,3,Código das Obrigações
Código das Águas da República,3,Código das Águas da República
Código de 1830,3,Código de 1830
Código de 1890,3,Código de 1890
Código de 1932,3,Código de 1932
Código de 1934,3,Código de 1934
Código de Contabilidade,3,Código de Contabilidade
Código de Contabilidade da União,3,Código de Contabilidade da União
Código de Contabilidade dos Municípios,3,Código de Contabilidade dos Municípios
Código de Contravenções Penais,3,Código de Contravenções Penais
Código de Defesa do Consumidor,3,Código de Defesa do Consumidor
Código de Direito Canônico,3,Código de Direito Canônico
Código de Direito Internacional Público,3,Código de Direito Internacional Público
Código de Direito Internacional Público e Privado,3,Código de Direito Internacional Público e Privado
Código de Edificação,3,Código de Edificação
Código de Ensino de 1901,3,Código de Ensino de 1901
Código de Execuções Penais,3,Código de Execuções Penais
Código de Fundações e Escavações do Distrito,3,Código de Fundações e Escavações do Distrito
Código de Honra Militar,3,Código de Honra Militar
Código de Impostos e Taxas,3,Código de Impostos e Taxas
Código de Imprensa,3,Código de Imprensa
Código de Instalações Domiciliares de Esgotos,3,Código de Instalações Domiciliares de Esgotos
Código de Justiça Militar,3,Código de Justiça Militar
Código de Menores,3,Código de Menores
Código de Menores de 1979,3,Código de Menores de 1979
Código de Minas,3,Código de Minas
Código de Minas de 1934,3,Código de Minas de 1934
Código de Minas de 1940,3,Código de Minas de 1940
Código de Obras,3,Código de Obras
Código de Obras e Edificações,3,Código de Obras e Edificações
Código de Obrigações e Plano Habitacional,3,Código de Obrigações e Plano Habitacional
Código de Organização Judiciária,3,Código de Organização Judiciária
Código de Organização Municipal,3,Código de Organização Municipal
Código de Pesca,3,Código de Pesca
Código de Pesca do Estado,3,Código de Pesca do Estado
Código de Petróleo da Bolívia,3,Código de Petróleo da Bolívia
Código de Processo,3,Código de Processo
Código de Processo Civil,3,Código de Processo Civil
Código de Processo Civil (1939),3,Código de Processo Civil (1939)
